id,real_name,hit,rpm,slot,acc,rec,mag,ammo,mod,class,gx,gy,gw,gh,tex
wpn_akm_isg_lco1,Rifle Dynamics RD-47 ISG Tactical,0.58,700.0,2,0.32,0.545,30.0,7.62x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,3.0,4.0,5.0,2.0,ui\ui_icon_bas
wpn_akm_isg_march_f_shorty_alt,Rifle Dynamics RD-47 ISG Tactical,0.58,700.0,2,0.32,0.545,30.0,7.62x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,5.0,6.0,5.0,2.0,ui\ui_icon_isg_ak
wpn_akm_isg_march_f_shorty,Rifle Dynamics RD-47 ISG Tactical,0.58,700.0,2,0.32,0.545,30.0,7.62x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,3.0,4.0,5.0,2.0,ui\ui_icon_bas
wpn_ak74u_isg_aim_low,Rifle Dynamics RD-74U ISG,0.5,650.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,8.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_isg_d0cter,Rifle Dynamics RD-74U ISG,0.5,650.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,8.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_isg_susat,Rifle Dynamics RD-74U ISG,0.5,650.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,8.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_isg_e0t2_magd,Rifle Dynamics RD-74U ISG,0.5,650.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,8.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_isg_lco1,Rifle Dynamics RD-74U ISG,0.5,650.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,8.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_isg_march_f_shorty_alt,Rifle Dynamics RD-74U ISG,0.5,650.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,4.0,0.0,4.0,2.0,ui\ui_icon_isg_ak
wpn_ak74u_isg_march_f_shorty,Rifle Dynamics RD-74U ISG,0.5,650.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,8.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_m1_isg_aim_low,Rifle Dynamics Draco ISG,0.51,850.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,0.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_m1_isg_d0cter,Rifle Dynamics Draco ISG,0.51,850.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,0.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_m1_isg_susat,Rifle Dynamics Draco ISG,0.51,850.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,0.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_m1_isg_e0t2_magd,Rifle Dynamics Draco ISG,0.51,850.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,0.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_m1_isg_lco1,Rifle Dynamics Draco ISG,0.51,850.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,0.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_m1_isg_march_f_shorty_alt,Rifle Dynamics Draco ISG,0.51,850.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,4.0,2.0,4.0,2.0,ui\ui_icon_isg_ak
wpn_ak74u_m1_isg_march_f_shorty,Rifle Dynamics Draco ISG,0.51,850.0,2,0.3,0.545,30.0,5.45x39_fmj,431- 3DSS ISG AK Makeover - Andtheherois & BAS Team,Assault Rifle,8.0,0.0,4.0,2.0,ui\ui_icon_bas
wpn_brn180,BRN-180,0.53,770.0,2,0.24,0.556,30.0,7.62x39_fmj,432- BRN-180 Assault Rifle - JMerc75,Assault Rifle,0.0,0.0,6.0,2.0,ui\brn180_icon
wpn_brn180_aim_low,BRN-180,0.53,770.0,2,0.24,0.556,30.0,7.62x39_fmj,432- BRN-180 Assault Rifle - JMerc75,Assault Rifle,0.0,0.0,6.0,2.0,ui\brn180_icon
wpn_brn180_d0cter,BRN-180,0.53,770.0,2,0.24,0.556,30.0,7.62x39_fmj,432- BRN-180 Assault Rifle - JMerc75,Assault Rifle,0.0,0.0,6.0,2.0,ui\brn180_icon
wpn_udp9,UDP-9 Carbine ,0.47,800.0,2,0.24,1.0,33.0,9x19_fmj,433- UDP-9 Carbine - Pilliii,Assault Rifle,0.0,0.0,4.0,2.0,ui\ui_wpn_udp9
wpn_udp9_lco1,UDP-9 Carbine ,0.47,800.0,2,0.24,1.0,33.0,9x19_fmj,433- UDP-9 Carbine - Pilliii,Assault Rifle,0.0,0.0,4.0,2.0,ui\ui_wpn_udp9
wpn_udp9_e0t2_magd,UDP-9 Carbine ,0.47,800.0,2,0.24,1.0,33.0,9x19_fmj,433- UDP-9 Carbine - Pilliii,Assault Rifle,0.0,0.0,4.0,2.0,ui\ui_wpn_udp9
wpn_udp9_march_f_shorty_alt,UDP-9 Carbine ,0.47,800.0,2,0.24,1.0,33.0,9x19_fmj,433- UDP-9 Carbine - Pilliii,Assault Rifle,0.0,0.0,4.0,2.0,ui\ui_wpn_udp9
wpn_udp9_march_f_shorty,UDP-9 Carbine ,0.47,800.0,2,0.24,1.0,33.0,9x19_fmj,433- UDP-9 Carbine - Pilliii,Assault Rifle,0.0,0.0,4.0,2.0,ui\ui_wpn_udp9
wpn_m4a1_siber_susat,M4A1,0.498,770.0,2,0.24,0.556,30.0,5.56x45_fmj,434- 3DSS M4A1 Siber Reanimation - Andtheherois,Assault Rifle,3.0,40.0,5.0,2.0,ui\ui_icon_bas
wpn_rpk74_16_d0cter,RPK-16 LMG,0.545,750.0,2,0.33,0.762,60.0,5.45x39_fmj,439- The Covenant Weapon Pack for DX9 - TCWP Team,Assault Rifle,9.0,14.0,6.0,2.0,ui\ui_icon_bas
wpn_rpk74_16_aim_low,RPK-16 LMG,0.545,750.0,2,0.33,0.762,60.0,5.45x39_fmj,439- The Covenant Weapon Pack for DX9 - TCWP Team,Assault Rifle,9.0,14.0,6.0,2.0,ui\ui_icon_bas
wpn_rpk74_16_susat,RPK-16 LMG,0.545,750.0,2,0.33,0.762,60.0,5.45x39_fmj,439- The Covenant Weapon Pack for DX9 - TCWP Team,Assault Rifle,9.0,14.0,6.0,2.0,ui\ui_icon_bas
wpn_rpk74_16_aimpoint_pro,RPK-16 LMG,0.545,750.0,2,0.33,0.762,60.0,5.45x39_fmj,439- The Covenant Weapon Pack for DX9 - TCWP Team,Assault Rifle,9.0,14.0,6.0,2.0,ui\ui_icon_bas
wpn_howa20_p1x42,Howa Type 20,0.53,900.0,2,0.24,0.556,30.0,5.56x45_fmj,441- HOWA20 Makeover - Andtheherois & Phant0m,Assault Rifle,18.0,30.0,5.0,2.0,ui\ui_icon_bas
wpn_howa20_susat,Howa Type 20,0.53,900.0,2,0.24,0.556,30.0,5.56x45_fmj,441- HOWA20 Makeover - Andtheherois & Phant0m,Assault Rifle,18.0,30.0,5.0,2.0,ui\ui_icon_bas
wpn_howa20_e0t2_magd,Howa Type 20,0.53,900.0,2,0.24,0.556,30.0,5.56x45_fmj,441- HOWA20 Makeover - Andtheherois & Phant0m,Assault Rifle,18.0,30.0,5.0,2.0,ui\ui_icon_bas
wpn_howa20_lco1,Howa Type 20,0.53,900.0,2,0.24,0.556,30.0,5.56x45_fmj,441- HOWA20 Makeover - Andtheherois & Phant0m,Assault Rifle,18.0,30.0,5.0,2.0,ui\ui_icon_bas
wpn_howa20_march_f_shorty_alt,Howa Type 20,0.53,900.0,2,0.24,0.556,30.0,5.56x45_fmj,441- HOWA20 Makeover - Andtheherois & Phant0m,Assault Rifle,18.0,30.0,5.0,2.0,ui\ui_icon_bas
wpn_howa20_march_f_shorty,Howa Type 20,0.53,900.0,2,0.24,0.556,30.0,5.56x45_fmj,441- HOWA20 Makeover - Andtheherois & Phant0m,Assault Rifle,18.0,30.0,5.0,2.0,ui\ui_icon_bas
wpn_eft_rsh12_1p87,RSH-12 Revolver,0.92,150.0,1,0.6,3.0,5.0,12.7x55_fmj,455- EFT RSH-12 - frostychun,Sidearm Heavy,0.0,0.0,2.0,1.0,ui\rsh12frosty_icon
wpn_eft_rsh12_pk6,RSH-12 Revolver,0.92,150.0,1,0.6,3.0,5.0,12.7x55_fmj,455- EFT RSH-12 - frostychun,Sidearm Heavy,0.0,0.0,2.0,1.0,ui\rsh12frosty_icon
wpn_eft_rsh12_p1x42,RSH-12 Revolver,0.92,150.0,1,0.6,3.0,5.0,12.7x55_fmj,455- EFT RSH-12 - frostychun,Sidearm Heavy,0.0,0.0,2.0,1.0,ui\rsh12frosty_icon
wpn_eft_rsh12_lco1,RSH-12 Revolver,0.92,150.0,1,0.6,3.0,5.0,12.7x55_fmj,455- EFT RSH-12 - frostychun,Sidearm Heavy,0.0,0.0,2.0,1.0,ui\rsh12frosty_icon
wpn_eft_rsh12,RSH-12 Revolver,0.92,150.0,1,0.6,3.0,5.0,12.7x55_fmj,455- EFT RSH-12 - frostychun,Sidearm Heavy,0.0,0.0,2.0,1.0,ui\rsh12frosty_icon
wpn_eft_rsh12_exps3,RSH-12 Revolver,0.92,150.0,1,0.6,3.0,5.0,12.7x55_fmj,455- EFT RSH-12 - frostychun,Sidearm Heavy,0.0,0.0,2.0,1.0,ui\rsh12frosty_icon
wpn_eft_rsh12_aim_low,RSH-12 Revolver,0.92,150.0,1,0.6,3.0,5.0,12.7x55_fmj,455- EFT RSH-12 - frostychun,Sidearm Heavy,0.0,0.0,2.0,1.0,ui\rsh12frosty_icon
wpn_eft_rsh12_d0cter,RSH-12 Revolver,0.92,150.0,1,0.6,3.0,5.0,12.7x55_fmj,455- EFT RSH-12 - frostychun,Sidearm Heavy,0.0,0.0,2.0,1.0,ui\rsh12frosty_icon
wpn_val_pso1m21,AS Val,0.62,900.0,2,0.33,0.5,20.0,9x39_pab9,60- Stash Overhaul - Grokitach,Sniper/DMR,30.0,18.0,5.0,2.0,ui\ui_icon_equipment
wpn_vihr_pso1m21,VIHR PSO1M21,0.62,900.0,2,0.32,0.5,30.0,9x39_pab9,60- Stash Overhaul - Grokitach,Assault Rifle,32.0,34.0,4.0,2.0,ui\ui_icon_equipment
wpn_xm8_ac11090,XM8,0.509,750.0,2,0.29,0.556,30.0,5.56x45_fmj,60- Stash Overhaul - Grokitach,Assault Rifle,59.0,70.0,5.0,2.0,ui\ui_icon_equipment
wpn_vintorez_pso1m21,VSS Vintorez,0.62,800.0,2,0.2,0.5,10.0,9x39_pab9,60- Stash Overhaul - Grokitach,Assault Rifle,20.0,26.0,5.0,2.0,ui\ui_icon_equipment
wpn_vintorez_alt_pso1m21,VSS Vintorez,0.62,750.0,2,0.184,0.5,20.0,9x39_pab9,60- Stash Overhaul - Grokitach,Assault Rifle,28.0,24.0,4.0,2.0,ui\ui_icon_equipment
wpn_rg-6,RG-6 Grenade Launcher,0.75,115.0,2,0.76,3.02,6.0,vog-25,60- Stash Overhaul - Grokitach,Assault Rifle,36.0,32.0,4.0,2.0,ui\ui_icon_equipment
wpn_ak104_alfa_d0cter,"AK-104 ""Alpha""",0.57,600.0,2,0.47,0.762,30.0,7.62x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,18.0,5.0,2.0,ui\ui_icon_bas
wpn_ak104_alfa_aim_low,"AK-104 ""Alpha""",0.57,600.0,2,0.47,0.762,30.0,7.62x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,18.0,5.0,2.0,ui\ui_icon_bas
wpn_ak104_alfa_susat,"AK-104 ""Alpha""",0.57,600.0,2,0.47,0.762,30.0,7.62x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,18.0,5.0,2.0,ui\ui_icon_bas
wpn_ak105_sp_pso2,"AK-105 ""Specialist""",0.49,650.0,2,0.5,0.762,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,4.0,4.0,2.0,ui\ui_icon_bas
wpn_ak105_sp_1p78gs,"AK-105 ""Specialist""",0.49,650.0,2,0.5,0.762,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,4.0,4.0,2.0,ui\ui_icon_bas
wpn_ak105_sp_1pn93n2_1gs,"AK-105 ""Specialist""",0.49,650.0,2,0.5,0.762,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,4.0,4.0,2.0,ui\ui_icon_bas
wpn_ak105_sp_usp1,"AK-105 ""Specialist""",0.49,650.0,2,0.5,0.762,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,4.0,4.0,2.0,ui\ui_icon_bas
wpn_ak12_custom_d0cter,"AK-12 ""Monolith""",0.5,650.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,0.0,5.0,2.0,ui\ui_icon_bas
wpn_ak12_custom_aim_low,"AK-12 ""Monolith""",0.5,650.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,0.0,5.0,2.0,ui\ui_icon_bas
wpn_ak12_custom_susat,"AK-12 ""Monolith""",0.5,650.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,0.0,5.0,2.0,ui\ui_icon_bas
wpn_ak12_custom_aimpoint_pro,"AK-12 ""Monolith""",0.5,650.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,0.0,5.0,2.0,ui\ui_icon_bas
wpn_ak5c_bas_d0cter,AK 5C,0.5,750.0,2,0.28,0.556,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,12.0,20.0,6.0,2.0,ui\ui_icon_bas
wpn_ak5c_bas_aim_low,AK 5C,0.5,750.0,2,0.28,0.556,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,12.0,20.0,6.0,2.0,ui\ui_icon_bas
wpn_ak5c_bas_susat,AK 5C,0.5,750.0,2,0.28,0.556,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,12.0,20.0,6.0,2.0,ui\ui_icon_bas
wpn_ak5c_isg_d0cter,"AK 5C ""ISG""",0.5,800.0,2,0.28,0.556,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,16.0,22.0,5.0,2.0,ui\ui_icon_bas
wpn_ak5c_isg_aim_low,"AK 5C ""ISG""",0.5,800.0,2,0.28,0.556,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,16.0,22.0,5.0,2.0,ui\ui_icon_bas
wpn_ak5c_isg_susat,"AK 5C ""ISG""",0.5,800.0,2,0.28,0.556,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,16.0,22.0,5.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_pso2,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_1p78gs,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_1pn93n2_1gs,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_usp1,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_ekp8_02,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_d0cter,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_aim_low,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_1p76,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_tac_okp,"AKS-74U ""Tactician""",0.49,880.0,2,0.3,0.545,45.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,6.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74_isg_aimpoint_pro,Rifle Dynamics RD-74N ISG Tactical,0.53,650.0,2,0.3,0.545,30.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,3.0,2.0,5.0,2.0,ui\ui_icon_bas
wpn_akm_isg_aimpoint_pro,Rifle Dynamics RD-47 ISG Tactical,0.58,700.0,2,0.32,0.545,30.0,7.62x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,3.0,4.0,5.0,2.0,ui\ui_icon_bas
wpn_ak74u_isg_aimpoint_pro,Rifle Dynamics RD-74U ISG,0.5,650.0,2,0.3,0.545,30.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,8.0,4.0,2.0,ui\ui_icon_bas
wpn_ak74u_m1_isg_aimpoint_pro,Rifle Dynamics Draco ISG,0.51,850.0,2,0.3,0.545,30.0,5.45x39_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,0.0,4.0,2.0,ui\ui_icon_bas
wpn_ar15_freedom_susat,AR-15 HERA,0.5,770.0,2,0.24,0.556,60.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,3.0,32.0,5.0,2.0,ui\ui_icon_bas
wpn_l85_m1_susatov,L85A2,0.51,680.0,2,0.215,1.338,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,8.0,28.0,5.0,2.0,ui\ui_icon_bas
wpn_l85_m2_susat,L85A2,0.51,680.0,2,0.215,1.338,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,13.0,28.0,5.0,2.0,ui\ui_icon_bas
wpn_l85_m3_susat,"L85A2 ""Tactical""",0.51,680.0,2,0.215,1.338,30.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,18.0,28.0,5.0,2.0,ui\ui_icon_bas
wpn_m4_butcher_susat,"M4A1 ""Butcher""",0.496,950.0,2,0.24,0.556,60.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,6.0,5.0,2.0,ui\ui_icon_bas
wpn_m4_tac_susat,"M4A1 ""Protector""",0.49,770.0,2,0.24,0.556,40.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,4.0,5.0,2.0,ui\ui_icon_bas
wpn_m4_tac_aimpoint_pro,"M4A1 ""Protector""",0.49,770.0,2,0.24,0.556,40.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,4.0,5.0,2.0,ui\ui_icon_bas
wpn_mp153_m1_d0cter,"MP-153 ""Carabineer""",0.8,200.0,2,0.5,6.88,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,4.0,5.0,1.0,ui\ui_icon_bas
wpn_mp153_m1_aim_low,"MP-153 ""Carabineer""",0.8,200.0,2,0.5,6.88,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,4.0,5.0,1.0,ui\ui_icon_bas
wpn_pl15_tan_lazup_pl15,Lebedev PL-15,0.46,400.0,1,0.29,2.0,16.0,9x19_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Pistol,64.0,11.0,2.0,1.0,ui\ui_icon_bas
wpn_m4_ru556_susat,Ruger SR-556,0.52,700.0,2,0.24,0.556,20.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,8.0,5.0,2.0,ui\ui_icon_bas
wpn_m4_ru556_aimpoint_pro,Ruger SR-556,0.52,700.0,2,0.24,0.556,20.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,8.0,5.0,2.0,ui\ui_icon_bas
wpn_m4_ru556_d0cter,Ruger SR-556,0.52,700.0,2,0.24,0.556,20.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,8.0,5.0,2.0,ui\ui_icon_bas
wpn_m4_ru556_aim_low,Ruger SR-556,0.52,700.0,2,0.24,0.556,20.0,5.56x45_fmj,76- BAS patch 28-12-21 (2nd 76) - Mich,Assault Rifle,17.0,8.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_isg_aim_low,KS-12,0.8,400.0,2,0.3,0.545,12.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,2.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_isg_d0cter,KS-12,0.8,400.0,2,0.3,0.545,12.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,2.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_isg_1p76,KS-12,0.8,400.0,2,0.3,0.545,12.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,2.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_isg_1pn93n2_1gs,KS-12,0.8,400.0,2,0.3,0.545,12.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,2.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_isg_susat,KS-12,0.8,400.0,2,0.3,0.545,12.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,2.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_isg_usp1,KS-12,0.8,400.0,2,0.3,0.545,12.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,2.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_isg_aimpoint_pro,KS-12,0.8,400.0,2,0.3,0.545,12.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,2.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m1_okp,"Saiga-12 ""Nerd""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,29.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m1_ekp8_02,"Saiga-12 ""Nerd""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,29.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m1_1p76,"Saiga-12 ""Nerd""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,29.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m1_1p78gs,"Saiga-12 ""Nerd""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,29.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m1_1pn93n2_1gs,"Saiga-12 ""Nerd""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,29.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m1_usp1,"Saiga-12 ""Nerd""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,29.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m1_pso2,"Saiga-12 ""Nerd""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,29.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m2_aim_low,"Saiga-12 ""Merc""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m2_d0cter,"Saiga-12 ""Merc""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m2_1p76,"Saiga-12 ""Merc""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m2_1pn93n2_1gs,"Saiga-12 ""Merc""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m2_susat,"Saiga-12 ""Merc""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,7.0,5.0,2.0,ui\ui_icon_bas
wpn_saiga12s_m2_pks,"Saiga-12 ""Merc""",0.788,250.0,2,0.46,6.6,6.0,12x70_buck,76- BAS patch 28-12-21 (2nd 76) - Mich,Shotgun,24.0,7.0,5.0,2.0,ui\ui_icon_bas
